id,price
1,454116.97
2,591336.25
3,427270.53
4,393938.72
5,664087.6
6,481166.9
7,182006.56
8,356580.28
9,313237.1
10,377806.72
11,935264.94
12,333953.12
13,1924226.2
14,372520.6
15,496363.38
16,1093062.9
17,399646.34
18,414714.62
19,660100.1
20,487921.94
21,408335.0
22,1030553.94
23,504735.8
24,595635.3
25,323678.78
26,194431.69
27,599094.06
28,198287.55
29,550802.8
30,183581.92
31,545617.94
32,664531.4
33,403614.75
34,162722.48
35,222835.44
36,182879.77
37,238932.92
38,492743.25
39,552242.9
40,599280.1
41,578706.25
42,383081.47
43,857842.56
44,183821.47
45,230657.64
46,778774.06
47,335966.8
48,732917.06
49,763075.75
50,2864876.8
51,344152.97
52,594539.8
53,706501.75
54,382729.22
55,370083.12
56,434984.97
57,529692.0
58,570041.2
59,220502.86
60,218441.77
61,212763.22
62,256397.1
63,341538.62
64,780025.5
65,255086.81
66,405212.22
67,803853.25
68,256292.9
69,645863.7
70,482876.78
71,328701.38
72,379479.25
73,584002.44
74,1315264.5
75,398007.4
76,2427393.5
77,281328.7
78,501961.38
79,431993.88
80,1136196.0
81,197428.08
82,365461.38
83,426962.62
84,801420.75
85,377153.6
86,503876.3
87,305704.9
88,274431.7
89,335250.4
90,201016.06
91,615537.3
92,228572.5
93,547189.2
94,471508.56
95,739552.5
96,614043.44
97,853523.8
98,397044.88
99,450815.06
100,288353.78
101,460262.88
102,382721.5
103,256150.25
104,924588.7
105,267956.25
106,680868.1
107,473368.7
108,461279.06
109,568985.7
110,418613.94
111,631830.8
112,404767.06
113,226882.17
114,360613.53
115,199001.53
116,320965.0
117,257908.17
118,1061307.4
119,170864.44
120,233033.58
121,852534.44
122,318242.28
123,343834.12
124,563964.0
125,287856.84
126,285628.3
127,606711.6
128,595558.94
129,708044.8
130,200801.64
131,598419.25
132,434098.5
133,403241.72
134,330926.38
135,357229.1
136,469223.2
137,1192658.0
138,275985.34
139,545080.7
140,659275.75
141,628717.44
142,251747.02
143,674023.3
144,481934.72
145,475678.03
146,706920.56
147,1561571.6
148,325705.6
149,395316.8
150,834168.75
151,1300901.2
152,680219.44
153,280929.88
154,718110.3
155,327152.94
156,249984.62
157,157046.17
158,287418.72
159,199146.55
160,440332.28
161,607290.56
162,433245.6
163,415052.0
164,359915.66
165,379037.6
166,384075.4
167,527374.6
168,464314.94
169,258664.61
170,394202.34
171,499295.62
172,575249.56
173,163627.53
174,275072.78
175,317944.06
176,225832.81
177,254418.47
178,353856.25
179,275259.84
180,235880.36
181,582745.4
182,404377.84
183,476693.9
184,483256.9
185,351661.22
186,329518.94
187,449707.03
188,480393.12
189,572481.06
190,451915.66
191,212103.97
192,781908.06
193,494100.0
194,187228.0
195,280951.12
196,162506.27
197,273814.25
198,976211.2
199,182191.47
200,432056.88
201,230060.98
202,506624.8
203,702939.8
204,1346782.4
205,729528.06
206,203065.64
207,686164.6
208,636066.3
209,258693.08
210,361411.44
211,268654.4
212,408933.47
213,238056.67
214,201067.55
215,622556.25
216,313362.4
217,296351.12
218,579811.0
219,457291.2
220,439275.56
221,451527.1
222,823582.4
223,257325.64
224,211345.25
225,181263.8
226,885086.4
227,284827.25
228,284290.9
229,1541577.5
230,505122.0
231,648760.4
232,374166.25
233,179433.42
234,434875.9
235,429888.78
236,833809.9
237,186229.75
238,480139.28
239,531545.9
240,149080.97
241,462266.4
242,331210.2
243,851455.9
244,268888.12
245,830306.44
246,180579.6
247,522505.62
248,2968200.0
249,251147.9
250,191318.6
251,273399.7
252,365654.9
253,354540.4
254,325806.94
255,335358.8
256,410410.94
257,463027.9
258,716591.2
259,242283.44
260,327413.34
261,330751.53
262,642284.0
263,571792.56
264,482079.62
265,1090101.4
266,582502.7
267,382249.53
268,413709.8
269,314647.88
270,639665.44
271,419284.5
272,477484.6
273,586973.56
274,386636.2
275,296555.16
276,413562.22
277,769738.94
278,301384.4
279,163342.6
280,479379.25
281,386868.22
282,356271.22
283,468148.34
284,435041.22
285,1043206.8
286,659010.2
287,204704.12
288,609657.1
289,378297.3
290,575056.44
291,583613.94
292,263520.78
293,436682.94
294,652125.3
295,206344.12
296,586505.56
297,221896.66
298,420425.7
299,185148.08
300,624657.75
301,1929417.1
302,286934.9
303,731698.0
304,756656.7
305,452112.0
306,583833.06
307,418082.12
308,814341.56
309,193152.45
310,151612.98
311,595223.3
312,411208.72
313,468426.44
314,480712.28
315,477558.1
316,471033.3
317,519035.28
318,1370310.1
319,421896.03
320,646505.06
321,434196.5
322,813816.7
323,438674.66
324,534143.0
325,729653.25
326,428284.16
327,394172.47
328,593689.5
329,749796.0
330,286408.56
331,395014.28
332,604785.94
333,251546.62
334,433091.25
335,287710.0
336,241227.25
337,944398.6
338,684626.56
339,466682.53
340,368269.25
341,207266.44
342,901799.5
343,413353.84
344,319084.72
345,605622.0
346,404751.6
347,356107.72
348,549932.8
349,1188341.6
350,183919.14
351,148726.39
352,548075.4
353,531626.3
354,356087.3
355,717199.2
356,145818.3
357,357767.53
358,707321.8
359,349963.9
360,493935.7
361,434842.22
362,639715.0
363,603711.75
364,502156.78
365,844076.5
366,274581.03
367,188413.22
368,246031.36
369,495080.53
370,320944.8
371,532977.1
372,195834.22
373,345675.8
374,270125.62
375,176150.75
376,790271.0
377,430559.84
378,625743.2
379,541233.2
380,943301.4
381,523691.75
382,525206.75
383,196179.95
384,437497.25
385,331144.7
386,288761.3
387,515752.3
388,323057.06
389,285844.38
390,396191.84
391,605091.1
392,313251.97
393,369179.6
394,330087.0
395,366246.3
396,1571351.1
397,1463813.0
398,355341.4
399,436905.62
400,569499.0
401,183047.8
402,656147.4
403,439772.78
404,590399.3
405,281247.0
406,342302.5
407,344511.9
408,849783.2
409,1168179.2
410,222018.7
411,332764.25
412,574662.4
413,548217.8
414,984112.3
415,452474.56
416,560195.56
417,997468.3
418,937555.0
419,414462.47
420,621704.06
421,174758.44
422,231855.0
423,422380.56
424,433718.5
425,204407.61
426,351852.9
427,937395.25
428,428901.28
429,500247.2
430,459249.34
431,199242.69
432,473252.97
433,662616.25
434,349903.66
435,169602.33
436,234692.03
437,608660.44
438,153434.75
439,529519.4
440,449067.16
441,306453.9
442,501623.12
443,316079.3
444,275079.47
445,1119976.8
446,414916.7
447,554107.7
448,347174.34
449,491637.25
450,304436.6
451,210798.62
452,287779.9
453,243915.77
454,331086.2
455,1178857.1
456,376755.1
457,293855.12
458,321135.2
459,409043.75
460,385327.84
461,631585.06
462,418095.97
463,409298.66
464,456624.9
465,372478.03
466,620565.56
467,381764.34
468,482657.78
469,2314285.5
470,463966.25
471,552482.9
472,450169.38
473,433774.72
474,570157.4
475,305259.25
476,281873.16
477,599716.56
478,869548.25
479,430474.94
480,1231812.4
481,209254.39
482,761146.0
483,542473.75
484,1765873.0
485,674846.3
486,256736.77
487,494194.5
488,545393.0
489,731120.2
490,483510.16
491,554455.7
492,816719.44
493,491189.4
494,509475.6
495,592857.06
496,285012.4
497,1168035.1
498,384445.62
499,212748.4
500,225801.66
501,763887.2
502,428370.12
503,567283.2
504,1009936.4
505,326726.94
506,405306.62
507,683873.25
508,444384.6
509,1159270.6
510,209972.89
511,447830.53
512,569844.8
513,234510.19
514,555034.2
515,313371.47
516,1030205.8
517,524424.94
518,277933.7
519,593415.44
520,275395.22
521,694527.7
522,549357.4
523,224439.64
524,355284.44
525,353192.75
526,487805.75
527,312947.34
528,198403.45
529,357854.0
530,515211.78
531,505452.62
532,438184.06
533,404816.47
534,720275.0
535,198602.25
536,507418.28
537,579145.94
538,436455.16
539,298207.8
540,1130891.1
541,375735.88
542,599087.44
543,369158.4
544,184646.92
545,872755.7
546,563876.06
547,785125.5
548,205801.2
549,501911.78
550,360829.9
551,789205.6
552,647842.44
553,757315.25
554,549059.1
555,453743.84
556,262325.84
557,332062.16
558,713137.56
559,198894.27
560,215305.97
561,195874.11
562,400278.5
563,636857.3
564,433001.03
565,240300.9
566,896499.75
567,170511.86
568,438611.3
569,156868.42
570,790347.06
571,211848.58
572,1164517.6
573,589303.7
574,931680.44
575,418923.66
576,806718.3
577,783760.5
578,228927.27
579,276315.22
580,599182.3
581,334618.53
582,510417.62
583,1577500.4
584,598379.7
585,615768.7
586,368016.8
587,509228.72
588,439860.2
589,1357597.1
590,475814.38
591,362545.4
592,964163.94
593,413182.06
594,290189.9
595,300710.12
596,1043440.06
597,313735.88
598,477720.3
599,245917.9
600,280332.62
601,166353.48
602,273305.44
603,548685.75
604,1608096.2
605,219414.9
606,778811.0
607,275580.97
608,157734.47
609,387130.44
610,351601.88
611,675771.56
612,605122.2
613,959436.8
614,263572.72
615,544980.3
616,304420.7
617,1402084.8
618,177744.67
619,526364.1
620,638149.7
621,300178.7
622,354551.16
623,362025.7
624,597193.94
625,398642.94
626,267140.9
627,669645.7
628,439571.62
629,534324.75
630,242366.11
631,616776.06
632,351337.0
633,349294.0
634,398799.0
635,963096.1
636,522521.97
637,254885.17
638,424440.72
639,445854.6
640,986883.3
641,1239606.2
642,337957.44
643,365837.66
644,1449581.2
645,466674.75
646,820840.5
647,1023405.3
648,205134.62
649,245321.9
650,383115.84
651,469612.06
652,176553.23
653,358292.16
654,773943.2
655,775451.4
656,188214.16
657,219071.56
658,312000.2
659,364470.56
660,433046.5
661,266586.7
662,288144.5
663,265826.72
664,1643069.9
665,460226.75
666,419379.88
667,1234961.9
668,352161.28
669,599359.56
670,300973.28
671,506480.72
672,445387.97
673,162734.33
674,449824.53
675,369664.34
676,620159.75
677,365237.78
678,275843.6
679,267177.47
680,240771.98
681,410145.6
682,298119.53
683,296480.9
684,472937.5
685,297691.5
686,601684.6
687,438035.22
688,775908.4
689,357989.5
690,526448.25
691,719544.6
692,581341.06
693,368979.12
694,354158.62
695,467240.16
696,506309.62
697,567932.3
698,210366.12
699,640392.75
700,231832.67
701,456482.72
702,473296.9
703,291819.88
704,450074.22
705,448912.7
706,190004.97
707,252626.45
708,287968.56
709,398735.4
710,398528.88
711,242302.47
712,234210.23
713,611608.7
714,1591720.5
715,344887.03
716,465049.03
717,465821.38
718,352973.62
719,215622.92
720,196112.44
721,389594.03
722,301180.06
723,546059.44
724,336917.3
725,407951.25
726,910724.2
727,539181.9
728,427803.9
729,404253.9
730,665983.44
731,294742.53
732,228429.42
733,456407.6
734,290788.84
735,293327.84
736,473223.16
737,380745.7
738,369887.16
739,294017.1
740,600221.3
741,554042.9
742,262812.3
743,355512.75
744,174220.78
745,171882.3
746,246835.69
747,395019.72
748,282019.78
749,340666.66
750,435093.47
751,610741.4
752,486528.06
753,616882.75
754,284328.97
755,160803.98
756,160833.73
757,458118.75
758,467482.5
759,340066.44
760,507180.03
761,278028.25
762,409635.25
763,154535.28
764,415162.06
765,582498.94
766,180450.03
767,211369.2
768,1182552.8
769,825384.4
770,250916.03
771,295348.1
772,385570.47
773,670779.1
774,1284235.0
775,615004.1
776,558765.25
777,279080.3
778,277385.34
779,557796.5
780,548397.9
781,992252.75
782,349364.78
783,386111.72
784,723217.56
785,171147.11
786,323297.97
787,667380.06
788,1072821.9
789,248755.1
790,346756.66
791,438611.12
792,358696.9
793,217911.88
794,373489.12
795,515739.9
796,208545.48
797,302727.97
798,480420.06
799,299055.94
800,506393.1
801,513045.12
802,206076.61
803,522677.7
804,409000.1
805,265721.97
806,727323.1
807,267575.06
808,456242.78
809,416335.2
810,1050130.4
811,445567.1
812,294060.2
813,359281.88
814,276319.7
815,1021794.2
816,591840.8
817,244588.9
818,861345.94
819,237599.9
820,360283.25
821,976210.4
822,457768.78
823,330961.7
824,382071.6
825,504366.62
826,320372.3
827,269444.0
828,1274216.4
829,212296.2
830,454196.88
831,467130.7
832,221786.94
833,573447.9
834,306803.2
835,199885.81
836,942067.5
837,570762.3
838,480867.66
839,457012.16
840,436745.6
841,333541.7
842,179706.23
843,569008.7
844,455987.3
845,511887.78
846,842376.3
847,416268.2
848,332607.06
849,963046.4
850,666246.9
851,1085574.4
852,659632.0
853,293129.56
854,413887.66
855,320602.8
856,377472.25
857,255958.25
858,322633.9
859,220307.98
860,575388.56
861,587775.06
862,432148.84
863,1112442.4
864,179528.53
865,896557.2
866,254717.45
867,366327.5
868,1088701.6
869,719869.7
870,455030.12
871,301598.3
872,168991.5
873,201479.4
874,248126.77
875,242447.47
876,381416.88
877,398664.47
878,413121.78
879,199722.8
880,864500.2
881,634765.3
882,345273.47
883,413426.72
884,241999.95
885,879181.5
886,412707.06
887,714251.7
888,356862.5
889,526510.9
890,423307.25
891,211144.73
892,643607.75
893,189456.42
894,345158.88
895,877154.0
896,557487.1
897,904882.9
898,827957.25
899,402983.5
900,551295.0
901,643970.9
902,505602.56
903,259560.11
904,983253.9
905,377556.94
906,258098.56
907,675051.6
908,676085.0
909,665953.0
910,796459.1
911,721347.44
912,396268.44
913,724730.7
914,608469.25
915,280790.8
916,301363.47
917,557416.0
918,348174.72
919,448851.2
920,262719.47
921,433048.28
922,241837.88
923,608848.7
924,430644.72
925,447174.38
926,406547.88
927,412891.22
928,238227.27
929,494040.03
930,360379.75
931,361644.2
932,366627.16
933,211387.7
934,314960.7
935,649570.94
936,496128.8
937,488774.2
938,333080.22
939,367413.4
940,275960.6
941,671330.56
942,289870.7
943,432073.7
944,317177.28
945,575492.4
946,812765.5
947,433701.6
948,770120.2
949,217634.95
950,762202.6
951,381814.38
952,323350.38
953,368305.97
954,400963.6
955,416801.38
956,371699.2
957,361186.75
958,937526.4
959,482376.53
960,440452.16
961,318888.88
962,278737.72
963,176909.98
964,185544.9
965,448348.53
966,195937.1
967,442022.2
968,389881.2
969,456484.6
970,3238957.5
971,279642.06
972,354795.22
973,192360.14
974,557256.5
975,373575.53
976,451320.6
977,136079.22
978,327888.84
979,661870.5
980,405560.88
981,449492.34
982,337709.12
983,552943.6
984,353743.16
985,151743.31
986,584920.75
987,563714.0
988,194357.42
989,998165.1
990,2453755.8
991,995595.56
992,260184.55
993,397947.06
994,355863.7
995,321043.56
996,714002.75
997,264016.9
998,182450.67
999,616023.25
1000,445691.9
1001,344647.75
1002,758825.2
1003,405008.03
1004,358768.38
1005,419469.38
1006,579898.6
1007,603205.7
1008,532267.0
1009,507561.34
1010,391263.88
1011,361995.84
1012,503568.9
1013,407687.22
1014,587092.25
1015,405651.1
1016,318580.84
1017,250124.56
1018,614861.0
1019,586551.6
1020,1003044.1
1021,408840.1
1022,906276.75
1023,593944.8
1024,1164452.2
1025,885980.9
1026,195308.3
1027,380851.5
1028,247570.69
1029,512104.44
1030,488820.28
1031,381693.53
1032,615265.1
1033,265665.7
1034,439060.44
1035,257349.1
1036,662925.4
1037,558448.7
1038,232527.28
1039,177774.92
1040,567562.0
1041,447360.78
1042,309216.44
1043,789876.25
1044,352883.56
1045,698328.8
1046,197085.73
1047,476189.03
1048,464357.6
1049,320139.47
1050,189767.89
1051,2496342.5
1052,668129.8
1053,498582.4
1054,404421.34
1055,1072520.5
1056,477653.72
1057,492915.25
1058,241387.89
1059,450023.8
1060,607007.75
1061,435406.6
1062,313378.6
1063,238611.02
1064,258375.97
1065,444704.9
1066,529865.6
1067,443981.94
1068,487816.28
1069,286248.3
1070,263078.34
1071,282486.38
1072,211700.84
1073,527764.25
1074,736250.8
1075,511647.97
1076,369715.16
1077,624716.4
1078,497688.8
1079,428446.44
1080,382403.3
1081,1291656.9
1082,455829.53
1083,699633.25
1084,404417.25
1085,239246.67
1086,312384.25
1087,500873.4
1088,419846.56
1089,513311.66
1090,607278.06
1091,317913.9
1092,267236.4
1093,184162.14
1094,150232.53
1095,1466701.4
1096,255162.84
1097,464612.16
1098,277705.12
